"Data Source","World Development Indicators",

"Last Updated Date","2015-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Nigeria","NGA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","0.73531","0.81314","1.03446","1.16027","1.59915","1.82744","2.30834","2.66022","2.84963","2.99404","3.38914","3.54713","3.48128","3.85415","4.12241","","","","","","","","","","6.08304977416992","","","","9.64105987548828","9.85305023193359","10.4050397872925","","","","","","","","","","",
"Nicaragua","NIC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","4.46973","4.09207","5.043","4.31152","4.68441","6.25526","6.98121","6.85076","","8.39812","10.74068","","9.80977","10.4919","9.19704","8.23338","7.45483","7.32796","","","7.72089","7.62007","8.33839","","","10.74883","","11.34291","","","","","17.0356006622314","","","","","","","","","","","","","",
"Netherlands","NLD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","19.80921","21.6331","","","23.65904","25.60588","26.71776","27.58213","27.85115","29.23445","29.56278","30.06965","30.32415","30.50031","30.8071","31.91135","31.57319","32.8087","33.26334","35.43007","39.44705","41.4309","43.5422","47.10394","46.05821","46.93743","46.68542","47.64936","49.8272094726563","52.5446510314941","54.5614585876465","55.4668998718262","55.8747482299805","57.0081481933594","58.663761138916","59.6638717651367","60.2471084594727","60.8647003173828","61.7851409912109","64.3260498046875","76.4160690307617","77.3435592651367","","","",
"High income: nonOECD","NOC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","34.9204788208008","33.7863082885742","33.5163993835449","33.5900497436523","33.7470207214355","34.2888603210449","34.5393714904785","34.4561614990234","34.4521789550781","34.6246604919434","34.7633209228516","35.1880989074707","35.7071304321289","36.8021202087402","37.923999786377","39.721061706543","41.0290489196777","41.6477584838867","41.6403388977051","41.3903884887695","41.1834297180176","40.2065696716309","38.898998260498","37.5232391357422","36.7111206054688","36.7040901184082","38.1468200683594","38.7980613708496","40.3598403930664","42.8041381835938","45.8735809326172","50.615909576416","54.5218086242676","57.4941787719727","57.823429107666","59.8453407287598","61.5466499328613","62.8956108093262","64.9222412109375","65.1892700195313","66.2514801025391","67.610221862793","68.2860565185547","67.2589263916016","","",
"Norway","NOR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","15.79487","17.03898","18.70734","20.94079","21.37281","22.12313","24.21976","23.89852","24.58521","25.32684","25.48347","26.49687","28.3796","29.17472","29.81019","29.62905","32.05005","32.29006","34.25195","38.37103","42.33532","46.01221","50.20868","54.17281","54.20379","58.1172","61.56463","62.86831","66.4273910522461","69.3422927856445","70.2797393798828","73.3760986328125","79.1196136474609","79.2823104858398","78.5674667358398","77.6835098266602","75.3765563964844","72.2577819824219","72.5921478271484","72.7910614013672","73.0857925415039","74.1011199951172","77.8555374145508","","",
"Nepal","NPL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","1.82416","1.92085","1.55172","1.97776","2.42916","2.85938","","3.6184","3.58799","3.24562","3.64604","3.48236","4.89062","5.08758","5.68878","5.96092","5.33527","6.10113","5.5359","5.28044","4.88787","4.46541","4.92096","","","","4.35054016113281","4.66354990005493","5.38423013687134","5.44491004943848","6.40010976791382","8.06015014648438","8.54078960418701","10.3997097015381","11.3056297302246","11.2170400619507","14.3648900985718","14.4902896881104","","17.2252998352051","","",
"New Zealand","NZL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","16.301","16.91059","24.68369","25.04117","25.22365","24.42164","24.98583","25.0833","26.62041","26.27672","26.6165","27.38023","27.67239","28.27757","32.00142","32.12741","34.85197","36.46995","40.09374","42.83597","39.36551","44.53942","50.48529","56.46206","59.34331","58.24977","59.2555","63.69353","61.90836","64.8782424926758","66.1509323120117","66.5525207519531","67.2353820800781","68.9380264282227","83.5621795654297","80.6283416748047","78.7160873413086","79.0118103027344","78.1645889282227","82.7309036254883","82.5553665161133","80.7813491821289","79.7762680053711","79.0381011962891","","",
"High income: OECD","OEC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","25.668249130249","25.8651599884033","27.0640201568604","28.1225700378418","29.0163497924805","30.4734191894531","32.459400177002","32.5133895874023","33.3063697814941","33.2290382385254","33.8852500915527","34.7289886474609","35.411018371582","35.9791793823242","36.6195411682129","36.957691192627","37.5382194519043","38.6043510437012","39.8459815979004","41.2075805664063","42.977481842041","44.4729614257813","46.6765289306641","49.4633407592773","51.7531585693359","53.3613395690918","55.0417785644531","55.9969291687012","55.6589813232422","57.8732795715332","58.0274696350098","59.6349601745605","64.023063659668","65.6544189453125","66.6948318481445","67.9264602661133","68.7315368652344","69.6114196777344","70.588981628418","72.527473449707","75.5494918823242","77.3480377197266","77.6134262084961","76.009033203125","","",
"OECD members","OED","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","23.5663204193115","23.6391296386719","24.6273097991943","25.5359802246094","26.3303298950195","27.7423095703125","29.5662403106689","29.5923900604248","30.3139705657959","30.2496395111084","30.7990303039551","31.5049800872803","32.1235313415527","32.6293792724609","33.2280082702637","33.5633392333984","34.0552787780762","34.8647499084473","35.8791007995605","36.9005393981934","38.2798118591309","39.363109588623","41.0104484558105","43.1753082275391","45.137580871582","46.356861114502","47.8432083129883","48.7492713928223","48.5046005249023","50.4191284179688","50.7311401367188","52.1696891784668","55.907299041748","57.627628326416","58.6379318237305","59.8510704040527","60.8191795349121","61.6925315856934","62.6246681213379","64.6687774658203","67.9012222290039","69.7444915771484","70.6942901611328","70.2032623291016","","",
"Oman","OMN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","0.02387","0.02382","0.01413","0.01569","0.01813","0.0134","0.0266","0.08056","0.31605","0.82624","1.7018","2.53097","3.25736","4.11786","4.4733","5.11136","5.23079","5.49925","6.45219","6.152","6.69362","7.80701","","","","","15.1117601394653","16.6832504272461","18.9603004455566","21.2830905914307","21.0631504058838","20.5642509460449","24.1620006561279","24.7461605072021","28.1372604370117","","","","",
"Other small states","OSS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.81304001808167","2.70468997955322","2.7346498966217","2.77432990074158","2.88582992553711","2.96897006034851","3.01063990592957","3.01842999458313","2.93784999847412","2.88210010528564","2.92368006706238","2.92752003669739","2.99722003936768","3.02784991264343","3.07340002059937","3.1244900226593","3.12173008918762","3.18594002723694","3.28189992904663","3.26172995567322","3.33692002296448","3.41158008575439","3.75893998146057","4.10425996780396","4.3075098991394","4.46572017669678","4.5281400680542","4.37555980682373","4.58007001876831","4.68102979660034","4.87657022476196","5.46405982971191","5.34258985519409","6.02393007278442","6.41093015670776","6.99184989929199","7.36506986618042","8.53489017486572","10.234580039978","10.7175703048706","10.9526300430298","11.5830097198486","12.346549987793","12.8421001434326","","",
"Pakistan","PAK","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","2.27593","2.00787","2.0005","1.99394","1.95725","2.07528","2.05883","2.18343","2.15851","2.10924","","","","","","2.91365","2.88569","3.27072","","3.00618","","2.08271","","","","","","","","","","","2.60502004623413","3.26480007171631","4.72976016998291","4.78287982940674","5.39025020599365","5.36803007125854","6.63953018188477","","8.31155014038086","9.52801990509033","9.81826972961426","","",
"Panama","PAN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.3206","10.27763","12.02434","13.77971","14.86631","15.51449","17.37878","19.13876","18.2867","19.10873","20.18208","20.57558","21.23709","20.44873","23.36205","24.15864","26.55014","23.26018","21.13676","20.33661","20.87925","22.53568","24.09786","25.80057","25.4499","27.83656","29.05884","","36.15349","38.0510597229004","41.1289596557617","40.5961418151855","40.1663284301758","44.0023307800293","43.078540802002","41.8550682067871","42.8864593505859","43.0177993774414","43.1234893798828","43.0300407409668","43.9157905578613","41.7819213867188","43.4564208984375","","","",
"Peru","PER","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","10.07103","9.95372","10.30748","11.52837","12.52969","13.12933","13.18336","14.69208","","16.01871","17.34516","19.91659","20.21513","20.8402","21.52127","22.38334","25.76202","26.93999","28.62307","29.91397","30.2823","31.94745","31.49699","28.07531","26.7822","27.05373","25.61347","25.66284","","38.8465385437012","34.4056587219238","31.0350894927979","31.477409362793","31.5335998535156","33.296501159668","33.3256187438965","34.5601806640625","","","","40.6479797363281","","","","","",
"Philippines","PHL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","17.65285","17.55075","17.19112","17.24618","16.41526","17.12788","17.77493","20.69741","23.53175","24.01786","25.24062","25.7683","26.57682","28.99163","27.74765","24.63705","23.36755","24.63844","26.12002","24.57861","27.15737","25.85155","","","27.40997","28.91274","","27.54285","28.7926406860352","","30.3710498809814","30.1955299377441","29.0867805480957","28.3710594177246","27.522970199585","27.8493499755859","","28.8439598083496","28.1996402740479","29.4493503570557","30.9458904266357","31.4762992858887","33.8420295715332","","",
"Palau","PLW","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.6398887634277","37.0370407104492","37.8716697692871","","","","","","","","","","","61.8638000488281","","",
"Papua New Guinea","PNG","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","2.20607","2.23109","","","","","","","1.72568","","","1.53105","1.86275","1.51227","1.859","","","","","","","","","2.82399","3.16756","","1.90176","1.89428997039795","","","","","","","","","","","","","","","","",
"Poland","POL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","13.28159","12.68025","13.11965","14.24545","15.09892","16.41756","17.42213","17.73008","18.06718","18.00441","17.95783","17.276","16.46937","16.57138","16.61142","17.17272","17.68004","18.53496","20.27629","20.81953","22.14048","21.62307","23.80154","27.37169","31.12521","35.3044","39.98313","39.47091","45.4387588500977","50.2859916687012","55.4486312866211","58.4003105163574","59.8394317626953","61.2311515808105","63.6008186340332","65.1859817504883","66.6903991699219","69.3607025146484","71.1932373046875","73.5207214355469","73.5096969604492","73.1939392089844","71.5494689941406","","",
"Puerto Rico","PRI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.6665878295898","77.8712387084961","81.2638397216797","86.3467483520508","86.4603271484375","86.569206237793","85.3447418212891","","",
"Korea, Dem. Rep.","PRK","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","7.27266","7.61615","7.73827","8.25413","8.78176","10.65855","12.64306","11.07382","11.72621","11.37819","11.54629","11.68825","12.09422","12.35239","13.84688","12.85705","16.28479","","","20.02095","23.45018","23.69813","30.32493","33.61678","36.42647","38.76122","","43.40397","44.6236801147461","47.5560607910156","50.3798294067383","52.7611694335938","54.817268371582","55.7114906311035","55.5633811950684","55.599250793457","57.644660949707","61.3714408874512","62.5863304138184","65.9479293823242","69.2934875488281","68.8615798950195","65.9460601806641","","",
"Paraguay","PRY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","3.70548","4.42717","4.78757","4.82173","5.34165","6.77982","","","","","8.81679","9.15272","9.31395","10.23123","9.64592","9.05571","8.7163","8.19939","8.07163","7.93437","8.27874","","","10.47572","","9.31261","9.3337","","","13.0300302505493","15.718090057373","17.5832195281982","25.7504692077637","24.4935493469238","24.7634391784668","25.4305896759033","","28.6723594665527","34.0143814086914","36.5877990722656","34.513671875","","","","","",
"Pacific island small states","PSS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.94089996814728","2.14433002471924","2.31803011894226","2.51451992988586","2.76371002197266","3.08214998245239","3.09518003463745","3.12461996078491","3.10778999328613","3.87140989303589","3.75082993507385","4.48531007766724","4.16202020645142","4.05388021469116","4.04315996170044","4.34043979644775","4.34967994689941","4.67436981201172","4.97007989883423","5.24057006835938","6.57843017578125","7.88005018234253","7.99063014984131","8.11147975921631","8.2364501953125","8.36721038818359","8.48503971099854","8.60774993896484","8.79988956451416","9.08901023864746","8.95497035980225","8.99182987213135","9.28477001190186","9.49913024902344","9.5901403427124","9.64962005615234","9.64229965209961","","","","","","","","","",
"French Polynesia","PYF","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0","","","","","4.39616","4.77816","","","9.13809","9.80638","11.606","14.51555","15.06915","16.79695","18.53496","17.95159","17.62592","18.79548","20.15328","20.01667","18.90846","20.30614","20.41888","22.25395","25.23262","26.52831","26.5148","25.9512500762939","","19.1795597076416","16.4471893310547","15.3360795974731","17.8055095672607","18.4300498962402","19.2786407470703","13.2916202545166","11.3692998886108","10.0861701965332","9.99580955505371","11.6931104660034","12.1454696655273","14.2574596405029","","",
"Romania","ROU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","9.28516","8.8856","8.43685","8.22562","8.5393","8.96747","9.02372","9.07411","9.47973","9.96551","10.79647","12.41387","14.18145","15.76416","15.43518","13.4868","10.85553","8.8212","7.75337","7.45143","8.55389","9.9322","11.71694","13.39531","14.30637","19.20179","19.82142","19.50943","21.6307201385498","24.1161098480225","29.0030002593994","32.9461288452148","38.0334587097168","41.5850791931152","44.9037818908691","50.0281295776367","53.9558486938477","59.5918617248535","61.295711517334","56.7765007019043","51.5972900390625","","","","",
"Russian Federation","RUS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","45.18681","44.64298","43.92775","43.41225","43.04316","42.98915","43.21753","43.70273","44.14501","44.61932","45.27178","46.12684","47.11004","48.37428","49.92888","52.11306","53.97777","55.7018","56.10398","55.64096","54.71871","52.08687","49.34132","45.96031","44.02383","42.69168","44.26079","45.77827","47.94179","51.4462203979492","55.4010887145996","61.2281303405762","66.6174774169922","70.5466995239258","70.5104370117188","72.5902328491211","72.8902435302734","74.1299819946289","75.015266418457","75.4746170043945","","76.5299987792969","76.1435470581055","","","",
"Rwanda","RWA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.16364","","0.19773","0.18756","0.24955","0.2601","0.25347","0.24901","0.25949","0.27186","0.26874","","","0.35187","0.38258","0.39692","0.39338","0.42385","0.47756","0.59824","","","","","","","","","0.788609981536865","1.20299005508423","1.53726005554199","1.81209003925323","2.204430103302","2.60758996009827","2.76724004745483","3.58709001541138","3.7123498916626","4.05254983901978","4.98874998092651","5.77161979675293","7.0984902381897","6.90232992172241","7.88666009902954","","",
"South Asia","SAS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","4.29873991012573","4.32773017883301","4.34802007675171","4.38523006439209","4.43720006942749","4.40249013900757","4.37055015563965","4.26507997512817","4.34357976913452","4.4278302192688","4.41969013214111","4.64127016067505","4.50062990188599","5.06493997573853","5.34338998794556","5.31927013397217","5.44924020767212","5.62097978591919","5.00079011917114","5.15706014633179","5.34993982315063","5.4182300567627","5.29617023468018","5.22731018066406","5.15605020523071","5.09292984008789","5.66536998748779","5.87290000915527","6.64403009414673","7.41050004959106","8.15697002410889","8.45330047607422","8.86147022247314","9.26016998291016","9.56048965454102","9.62796020507813","10.3392095565796","11.7247295379639","13.2594499588013","14.3323602676392","15.9658298492432","19.8891696929932","21.1996307373047","21.1500396728516","","",
"Saudi Arabia","SAU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.63577","1.73904","1.98352","2.47848","3.13375","3.99074","4.65175","5.91639","6.06936","6.46415","7.30167","7.59391","8.18495","8.22852","9.19691","9.80594","9.24079","","8.72401","9.62274","10.7256","11.85843","14.52483","15.50887","18.00922","18.84143","17.96555","17.89542","21.3432807922363","22.6341705322266","23.9435691833496","23.3728103637695","26.465389251709","27.9640598297119","28.7123908996582","29.6987209320068","29.6508808135986","30.116340637207","31.290599822998","37.3387908935547","43.1818695068359","50.9360809326172","57.5163803100586","","",
"Sudan","SDN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.33332014083862","6.55958986282349","8.18272018432617","9.29846000671387","8.6912202835083","10.5678701400757","11.8840599060059","13.452919960022","13.187029838562","14.5806198120117","14.8738403320313","15.1773796081543","14.8361902236938","15.1397695541382","17.1537609100342","","",
"Senegal","SEN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.42423","1.54247","","","","","2.05303","2.12477","","2.67037","2.86491","2.59928","2.71508","2.31896","2.37503","2.51965","","","","","","3.24779","","","","","3.25304","","3.35345005989075","","","","","5.13949012756348","5.64496994018555","5.792799949646","6.41868019104004","8.00457954406738","8.03581047058105","7.6299901008606","","","","","",
"Singapore","SGP","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.47806","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.5129","0.56807","0.62108","0.67182","0.74466","0.73147","0.70029","0.67905","","","0.84677","","","0.72138","0.72582","1.91566","","1.70385","1.54951","1.45262","1.31976","","","","","","","","","1.62316000461578","2.07894992828369","2.03432989120483","","","","","","","","","","","","","",
"El Salvador","SLV","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","2.81212","3.67765","","5.58136","7.03753","7.42313","","7.80604","8.01338","","","","10.8812","13.04387","14.13604","15.4474","15.77106","","15.67117","16.0917","15.27836","16.4946","","17.76768","19.70715","21.10392","20.41202","","21.26453","21.3829402923584","20.6592597961426","19.7544898986816","20.2902698516846","20.7061195373535","21.1269302368164","21.1694202423096","21.1666107177734","21.9616107940674","22.5775299072266","22.95871925354","23.4069309234619","24.5185699462891","25.4544696807861","25.9241409301758","","",
"San Marino","SMR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.8442916870117","64.2955780029297","59.8489990234375","","","",
"Somalia","SOM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.304","0.29913","","","0.46064","0.56781","","","","","","","","","","","2.78397","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7618789672852","35.6637191772461","39.6133613586426","40.9337997436523","44.205249786377","46.819580078125","47.9930000305176","48.6653785705566","49.8496704101563","49.0827217102051","50.3651809692383","52.3770294189453","56.3808784484863","","",
"Sub-Saharan Africa (developing only)","SSA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.39909994602203","1.39892995357513","1.43406999111176","1.47127997875214","1.54747998714447","1.60696005821228","1.67124998569489","1.76285994052887","1.87471997737885","2.01798009872437","2.12423992156982","2.26954007148743","2.40198993682861","2.46715998649597","2.54854989051819","2.6864800453186","2.79957008361816","2.85611009597778","3.00475001335144","3.15645003318787","3.21442008018494","3.32051992416382","3.41901993751526","3.59998989105225","3.74768996238709","3.8191499710083","3.89580011367798","3.98918008804321","4.0405101776123","4.12753009796143","4.50540018081665","4.88308000564575","5.23576021194458","5.61632013320923","5.86211013793945","6.18263006210327","6.44898986816406","6.7218599319458","7.16020011901855","7.49550008773804","7.96548986434937","8.21310997009277","8.33018970489502","8.55683040618896","","",
"South Sudan","SSD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.40126001834869","1.40110003948212","1.43604004383087","1.47304999828339","1.54902994632721","1.60835003852844","1.67253005504608","1.76401996612549","1.87576997280121","2.01890993118286","2.12510991096497","2.27033996582031","2.40279006958008","2.46778011322021","2.54888010025024","2.68646001815796","2.79919004440308","2.85542988777161","3.00369000434875","3.15504002571106","3.21280002593994","3.31867003440857","3.41733002662659","3.59837007522583","3.74617004394531","3.81775999069214","3.89455008506775","3.98800992965698","4.0394401550293","4.12655019760132","4.50429010391235","4.88172006607056","5.23412990570068","5.61435985565186","5.85988998413086","6.1800799369812","6.44616985321045","6.71875","7.15663003921509","7.49154996871948","7.96106004714966","8.2086296081543","8.32557964324951","8.55224990844727","","",
"Small states","SST","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","3.35054993629456","3.28100991249084","3.39192008972168","3.5002601146698","3.6184298992157","3.78509998321533","4.0374698638916","4.14570999145508","4.11105012893677","4.13736009597778","4.11113023757935","4.15467977523804","4.21471977233887","4.06738996505737","4.08770990371704","4.19674015045166","4.25381994247437","4.38259983062744","4.51645994186401","4.59737014770508","4.88508987426758","5.27637004852295","5.54835987091064","5.84333992004395","6.0756402015686","6.21750020980835","6.37847995758057","6.38924980163574","6.52788019180298","6.61284017562866","7.34747982025146","7.9766001701355","8.16230010986328","8.84545040130615","9.39208984375","9.61989974975586","9.86182022094727","10.9309501647949","12.4299697875977","12.8438301086426","13.2806196212769","13.6628999710083","14.4854297637939","14.6908597946167","","",
"Sao Tome and Principe","STP","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89036011695862","4.20417022705078","","7.67236995697021","","","",
"Suriname","SUR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","6.24","6.71907","7.20871","7.08687","6.82627","6.46731","8.0536","8.74243","9.60033","10.33773","","","","","","","","","","","","12.0781602859497","","","","","","","","","","","","","",
"Slovak Republic","SVK","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.89973","16.95834","18.60165","20.13074","21.85263","24.25543","25.9474296569824","28.4312705993652","30.0835094451904","32.1124114990234","33.9356002807617","36.0349311828613","40.3913612365723","44.7579689025879","49.9461517333984","53.2181015014648","55.2057304382324","55.9900283813477","55.071418762207","55.1090507507324","53.6096611022949","","",
"Slovenia","SVN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","19.13467","18.01131","17.87813","18.58776","18.71658","19.95927","20.75824","20.6507","20.65844","22.80969","22.50117","26.15931","27.21847","29.50889","30.44847","33.54409","36.75732","45.81932","52.3541717529297","55.1109199523926","60.3339385986328","66.3009033203125","69.1474609375","72.6809387207031","79.7079467773438","83.1400833129883","84.9051971435547","85.5458602905273","86.1190032958984","88.4679718017578","85.089111328125","86.0246963500977","84.4097671508789","","",
"Sweden","SWE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","21.73277","22.47434","22.06343","22.68651","22.89912","29.53043","31.35396","34.81113","36.21627","36.38241","30.794","31.4261","32.04047","32.28293","31.15343","30.36737","29.8188","29.97819","30.20071","30.68937","31.99364","34.55643","37.41058","39.80815","42.42233","45.98952","49.6657","51.99275","63.5799102783203","67.1056823730469","70.2963485717773","75.3067016601563","81.4455108642578","83.7912673950195","81.9835968017578","79.3468475341797","74.9553375244141","71.0772705078125","71.3880310058594","74.6309661865234","73.9450912475586","70.0256729125977","64.8963165283203","","",
"Swaziland","SWZ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.51635","0.64016","0.67294","0.68336","1.31186","2.21149","2.1632","2.64853","","2.67587","3.46625","3.03117","","","4.76324","4.35587","3.91055","3.65742","4.37623","","4.02517","3.89612","3.59329","4.89933","","","6.21417","","","4.79470014572144","4.45920991897583","","4.53611993789673","","5.46114015579224","4.75181007385254","4.44381999969482","","","","","5.96363019943237","","5.33022022247314","","",
"Sint Maarten (Dutch part)","SXM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.48848009109497","1.33298003673553","3.27869009971619","","",
"Syrian Arab Republic","SYR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","7.4311","8.5326","8.06729","8.43307","9.19718","9.71526","11.71915","12.99295","14.33349","13.81218","16.22206","16.26241","16.12766","16.25777","17.15784","17.46482","17.25139","18.7713","17.86873","18.08371","17.92419","16.99527","16.90227","15.34035","14.68139","","","","","","","12.3787403106689","12.9867296218872","15.0150995254517","18.2102203369141","20.9112491607666","22.5981597900391","24.2038402557373","24.2123107910156","25.7220306396484","25.6354103088379","29.8845500946045","31.0256004333496","","",
"Turks and Caicos Islands","TCA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0760499984025955","","","","","","","",
"Chad","TCD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0","0.01462","0.07342","0.17459","0.11662","0.14801","0.20221","","","","","","","","0.39111","","","","0.63923","","","","","","","0.56484","0.60047","0.73107","","0.831139981746674","0.825240015983582","","0.922169983386993","1.20547997951508","1.4198499917984","","","1.95390999317169","2.026859998703","2.12217998504639","2.25039005279541","","","","",
"Togo","TGO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.47896","0.74245","0.75423","0.73908","0.79613","1.13093","1.30968","1.45622","1.42856","1.59921","2.02301","1.77166","1.5955","1.60665","","","2.09902","2.30797","2.3435","2.37326","2.62274","2.90412","2.45947","2.48795","2.88376","2.89746","","3.3117","","","","","","","","5.01831007003784","5.66543006896973","","","9.11701965332031","10.1469097137451","10.3127603530884","10.0423002243042","","",
"Thailand","THA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","2.85789","3.03186","3.04095","3.04995","3.59415","3.30615","4.25909","5.07375","8.47265","10.31958","7.63214","18.76993","21.29054","22.0618","20.62274","19.18519","","15.13549","","15.87931","","","19.37581","","20.1433","20.83127","23.1901","27.05568","32.9368591308594","35.1409492492676","39.228458404541","40.0442008972168","40.8876190185547","41.8739318847656","44.1773910522461","44.1596298217773","48.1115913391113","47.7322616577148","48.6474800109863","50.0255317687988","52.5811195373535","51.4047508239746","51.2335395812988","","",
